Algorithm,Graph Type,Number of Nodes,Final Fitness,Plato,Time,Seed,Fitness List,Final State
Genetic,complete,8,6,37,0.5500669479370117,616652,"[7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6]","{0: [4, 7, 5, 3, 1, 2, 6], 1: [4, 5, 7, 0, 3, 6, 2], 2: [1, 0, 5, 6, 3, 4, 7], 3: [0, 5, 6, 2, 4, 7, 1], 4: [6, 7, 5, 2, 0, 3, 1], 5: [3, 4, 2, 0, 6, 7, 1], 6: [1, 0, 5, 3, 2, 7, 4], 7: [0, 3, 4, 6, 2, 1, 5]}"
Genetic,complete,8,6,49,0.7353770732879639,319878,"[8, 8, 8, 7, 7, 7, 6, 6, 6, 6, 6, 6]","{0: [5, 1, 4, 6, 7, 3, 2], 1: [0, 5, 2, 6, 4, 7, 3], 2: [5, 7, 1, 4, 6, 3, 0], 3: [6, 0, 7, 1, 5, 2, 4], 4: [6, 2, 3, 5, 7, 0, 1], 5: [3, 7, 6, 4, 0, 2, 1], 6: [0, 3, 2, 4, 1, 7, 5], 7: [3, 4, 6, 2, 0, 5, 1]}"
Genetic,complete,8,6,109,1.5769448280334473,19274,"[7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6]","{0: [4, 6, 5, 1, 7, 3, 2], 1: [3, 6, 4, 2, 7, 0, 5], 2: [1, 6, 5, 0, 7, 4, 3], 3: [2, 7, 6, 1, 0, 4, 5], 4: [1, 2, 7, 3, 0, 5, 6], 5: [4, 7, 1, 0, 3, 6, 2], 6: [1, 5, 3, 4, 2, 0, 7], 7: [2, 3, 0, 1, 6, 5, 4]}"
Genetic,complete,8,5,1796,25.089253902435303,509509,"[7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 5, 5]","{0: [6, 2, 3, 5, 1, 4, 7], 1: [0, 6, 7, 3, 5, 4, 2], 2: [3, 6, 7, 4, 1, 0, 5], 3: [1, 0, 4, 7, 6, 2, 5], 4: [6, 3, 0, 1, 5, 7, 2], 5: [7, 4, 1, 6, 3, 2, 0], 6: [7, 3, 4, 0, 5, 2, 1], 7: [6, 3, 2, 0, 4, 5, 1]}"
Genetic,complete,8,6,16,0.2399070262908935,789472,"[7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6]","{0: [2, 7, 1, 3, 5, 4, 6], 1: [6, 0, 2, 7, 3, 5, 4], 2: [5, 0, 3, 4, 1, 7, 6], 3: [6, 0, 5, 7, 4, 1, 2], 4: [0, 2, 7, 3, 5, 1, 6], 5: [7, 3, 6, 4, 1, 0, 2], 6: [5, 4, 7, 3, 0, 1, 2], 7: [2, 3, 5, 4, 1, 0, 6]}"
Genetic,complete,8,6,407,5.786660194396973,600330,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6]","{0: [5, 4, 7, 6, 1, 2, 3], 1: [7, 2, 4, 5, 0, 3, 6], 2: [0, 5, 1, 7, 4, 6, 3], 3: [0, 2, 4, 5, 7, 6, 1], 4: [2, 6, 5, 0, 3, 7, 1], 5: [6, 7, 2, 1, 4, 0, 3], 6: [2, 7, 4, 5, 1, 3, 0], 7: [2, 1, 6, 3, 0, 4, 5]}"
Genetic,complete,8,6,16,0.2390089035034179,225285,"[8, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6]","{0: [1, 2, 6, 7, 4, 5, 3], 1: [3, 0, 2, 4, 7, 5, 6], 2: [6, 0, 3, 7, 5, 4, 1], 3: [0, 4, 5, 6, 2, 1, 7], 4: [0, 1, 2, 7, 5, 3, 6], 5: [1, 7, 6, 2, 3, 4, 0], 6: [1, 7, 5, 4, 3, 0, 2], 7: [0, 2, 1, 5, 6, 3, 4]}"
Genetic,complete,8,6,144,2.059185028076172,317450,"[7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6]","{0: [6, 1, 4, 3, 7, 2, 5], 1: [0, 5, 6, 7, 3, 4, 2], 2: [5, 1, 7, 6, 3, 4, 0], 3: [5, 7, 0, 4, 1, 2, 6], 4: [0, 5, 1, 3, 7, 6, 2], 5: [6, 7, 4, 1, 2, 3, 0], 6: [1, 0, 7, 3, 4, 5, 2], 7: [0, 6, 5, 4, 1, 2, 3]}"
Genetic,complete,8,6,128,1.852094411849976,798460,"[7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6]","{0: [5, 7, 3, 1, 6, 4, 2], 1: [3, 5, 4, 6, 7, 0, 2], 2: [1, 6, 4, 5, 7, 0, 3], 3: [0, 1, 2, 7, 5, 4, 6], 4: [7, 5, 3, 2, 0, 1, 6], 5: [1, 2, 4, 7, 0, 6, 3], 6: [0, 4, 2, 3, 5, 1, 7], 7: [6, 5, 4, 3, 1, 2, 0]}"
Genetic,complete,8,6,202,2.986873149871826,685690,"[7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6]","{0: [5, 7, 1, 3, 6, 4, 2], 1: [5, 6, 0, 2, 7, 4, 3], 2: [7, 1, 3, 5, 0, 4, 6], 3: [5, 7, 0, 2, 1, 4, 6], 4: [1, 6, 5, 2, 0, 7, 3], 5: [3, 7, 6, 4, 0, 2, 1], 6: [7, 4, 3, 0, 2, 1, 5], 7: [3, 6, 5, 1, 4, 2, 0]}"
