Algorithm,Graph Type,Number of Nodes,Final Fitness,Plato,Time,Seed,Fitness List,Final State
Genetic,complete,8,6,161,1.1563327312469482,616652,"[7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6]","{0: [1, 5, 6, 4, 3, 2, 7], 1: [2, 3, 5, 0, 4, 7, 6], 2: [6, 4, 7, 5, 0, 3, 1], 3: [1, 6, 4, 2, 7, 5, 0], 4: [1, 7, 0, 6, 5, 2, 3], 5: [1, 4, 3, 2, 7, 0, 6], 6: [1, 0, 4, 7, 3, 2, 5], 7: [2, 4, 5, 0, 1, 6, 3]}"
Genetic,complete,8,6,123,0.8713769912719727,319878,"[8, 8, 8, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6]","{0: [6, 1, 4, 3, 2, 5, 7], 1: [7, 0, 6, 3, 4, 2, 5], 2: [7, 6, 5, 3, 4, 1, 0], 3: [2, 1, 4, 0, 6, 7, 5], 4: [5, 7, 3, 1, 6, 0, 2], 5: [1, 3, 4, 0, 7, 6, 2], 6: [1, 0, 3, 2, 7, 4, 5], 7: [4, 1, 6, 2, 0, 5, 3]}"
Genetic,complete,8,6,158,1.0596070289611816,19274,"[8, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6]","{0: [2, 1, 7, 3, 6, 5, 4], 1: [3, 6, 0, 4, 2, 7, 5], 2: [0, 6, 7, 3, 1, 5, 4], 3: [5, 7, 2, 6, 1, 0, 4], 4: [2, 1, 7, 6, 0, 5, 3], 5: [1, 3, 4, 0, 2, 7, 6], 6: [1, 3, 5, 0, 2, 4, 7], 7: [1, 4, 2, 6, 3, 5, 0]}"
Genetic,complete,8,6,386,2.6522738933563232,509509,"[8, 8, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6]","{0: [2, 7, 5, 1, 4, 3, 6], 1: [2, 6, 0, 5, 7, 3, 4], 2: [3, 5, 1, 4, 0, 6, 7], 3: [1, 0, 7, 5, 6, 4, 2], 4: [3, 7, 0, 1, 2, 5, 6], 5: [7, 3, 1, 0, 6, 2, 4], 6: [1, 4, 7, 2, 0, 5, 3], 7: [2, 4, 1, 3, 6, 0, 5]}"
Genetic,complete,8,6,211,1.4225821495056152,789472,"[7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6]","{0: [2, 5, 3, 6, 4, 7, 1], 1: [2, 6, 0, 3, 7, 4, 5], 2: [6, 1, 7, 5, 0, 4, 3], 3: [7, 4, 6, 2, 0, 1, 5], 4: [5, 2, 6, 1, 3, 7, 0], 5: [3, 6, 4, 1, 2, 0, 7], 6: [0, 5, 7, 1, 4, 2, 3], 7: [4, 3, 2, 1, 5, 6, 0]}"
Genetic,complete,8,6,63,0.4657421112060547,600330,"[8, 8, 8, 8, 8, 7, 6, 6, 6, 6, 6, 6, 6]","{0: [6, 3, 4, 7, 5, 1, 2], 1: [3, 0, 5, 6, 2, 7, 4], 2: [4, 5, 3, 1, 0, 6, 7], 3: [1, 0, 7, 5, 6, 2, 4], 4: [0, 1, 5, 2, 3, 6, 7], 5: [6, 0, 4, 7, 2, 1, 3], 6: [5, 2, 1, 4, 7, 0, 3], 7: [3, 6, 5, 1, 0, 4, 2]}"
Genetic,complete,8,6,402,2.856620073318481,225285,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6]","{0: [7, 5, 1, 6, 3, 4, 2], 1: [3, 6, 0, 2, 7, 4, 5], 2: [4, 5, 3, 1, 0, 6, 7], 3: [1, 2, 4, 0, 6, 5, 7], 4: [1, 0, 6, 3, 2, 7, 5], 5: [7, 1, 2, 0, 3, 4, 6], 6: [7, 2, 4, 5, 0, 1, 3], 7: [6, 0, 3, 4, 1, 5, 2]}"
Genetic,complete,8,6,88,0.6373291015625,317450,"[8, 8, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6]","{0: [5, 1, 4, 3, 2, 7, 6], 1: [0, 7, 6, 5, 2, 4, 3], 2: [0, 6, 5, 3, 4, 1, 7], 3: [4, 7, 2, 5, 6, 0, 1], 4: [1, 2, 0, 6, 7, 5, 3], 5: [3, 2, 0, 1, 4, 7, 6], 6: [0, 4, 1, 7, 2, 3, 5], 7: [5, 3, 6, 4, 1, 0, 2]}"
Genetic,complete,8,6,28,0.1946909427642822,798460,"[8, 8, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6]","{0: [7, 5, 3, 2, 6, 4, 1], 1: [0, 5, 3, 4, 2, 6, 7], 2: [0, 3, 5, 1, 4, 7, 6], 3: [1, 0, 2, 5, 7, 6, 4], 4: [3, 7, 2, 1, 6, 0, 5], 5: [3, 1, 6, 0, 7, 4, 2], 6: [1, 4, 5, 0, 3, 7, 2], 7: [0, 1, 2, 6, 3, 4, 5]}"
Genetic,complete,8,6,506,3.431252956390381,685690,"[8, 8, 8, 8, 7, 7, 7, 7, 7, 6, 6, 6, 6]","{0: [1, 4, 3, 5, 2, 6, 7], 1: [5, 4, 0, 7, 2, 6, 3], 2: [4, 5, 1, 7, 3, 6, 0], 3: [5, 2, 7, 1, 4, 6, 0], 4: [7, 5, 0, 1, 3, 6, 2], 5: [0, 2, 1, 6, 4, 7, 3], 6: [3, 7, 5, 0, 1, 2, 4], 7: [4, 3, 2, 1, 0, 6, 5]}"
