Algorithm,Graph Type,Number of Nodes,Final Fitness,Plato,Time,Seed,Fitness List,Final State
Simulated_Annealing,complete,8,6.0,7575,1.3785569667816162,616652,"[10.0, 9.0, 8.0, 8.0, 10.0, 7.0, 9.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 9.0, 9.0, 7.0]","{0: [1, 3, 5, 7, 2, 4, 6], 1: [0, 4, 7, 3, 6, 2, 5], 2: [0, 1, 5, 6, 3, 7, 4], 3: [0, 5, 4, 7, 6, 2, 1], 4: [0, 5, 7, 2, 1, 6, 3], 5: [0, 2, 6, 1, 4, 7, 3], 6: [0, 3, 7, 5, 1, 2, 4], 7: [0, 6, 3, 1, 2, 5, 4]}"
Simulated_Annealing,complete,8,6.0,12511,2.2123358249664307,319878,"[9.0, 9.0, 8.0, 10.0, 10.0, 8.0, 9.0, 9.0, 9.0, 8.0, 9.0, 9.0, 10.0, 9.0, 8.0, 6.0]","{0: [1, 5, 7, 2, 6, 3, 4], 1: [0, 5, 4, 7, 2, 6, 3], 2: [0, 6, 7, 1, 3, 5, 4], 3: [0, 5, 6, 2, 7, 4, 1], 4: [0, 3, 6, 2, 7, 1, 5], 5: [0, 7, 3, 6, 1, 4, 2], 6: [0, 4, 1, 3, 7, 2, 5], 7: [0, 2, 6, 5, 3, 1, 4]}"
Simulated_Annealing,complete,8,5.0,25652,4.1842570304870605,19274,"[10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 7.0]","{0: [1, 3, 4, 6, 5, 7, 2], 1: [0, 5, 7, 6, 2, 4, 3], 2: [0, 5, 3, 6, 1, 7, 4], 3: [0, 1, 7, 6, 2, 5, 4], 4: [0, 3, 6, 5, 2, 1, 7], 5: [0, 4, 6, 7, 2, 1, 3], 6: [0, 1, 2, 3, 7, 5, 4], 7: [0, 5, 6, 3, 2, 4, 1]}"
Simulated_Annealing,complete,8,5.0,22080,3.7270801067352295,509509,"[9.0, 9.0, 9.0, 10.0, 9.0, 9.0, 10.0, 10.0, 9.0, 9.0, 10.0, 9.0, 8.0, 10.0, 9.0, 6.0]","{0: [1, 2, 5, 3, 6, 4, 7], 1: [0, 2, 5, 4, 3, 6, 7], 2: [0, 4, 3, 7, 5, 1, 6], 3: [0, 7, 5, 2, 4, 1, 6], 4: [0, 6, 3, 2, 7, 5, 1], 5: [0, 3, 6, 1, 2, 7, 4], 6: [0, 3, 5, 2, 7, 1, 4], 7: [0, 5, 2, 3, 4, 1, 6]}"
Simulated_Annealing,complete,8,6.0,5099,0.8612968921661377,789472,"[9.0, 9.0, 10.0, 9.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 9.0, 9.0, 9.0, 9.0, 7.0]","{0: [1, 2, 6, 5, 3, 7, 4], 1: [0, 7, 5, 2, 6, 4, 3], 2: [0, 4, 6, 5, 7, 3, 1], 3: [0, 5, 6, 1, 7, 2, 4], 4: [0, 5, 2, 1, 7, 6, 3], 5: [0, 7, 1, 6, 4, 2, 3], 6: [0, 1, 4, 3, 2, 5, 7], 7: [0, 3, 4, 5, 6, 1, 2]}"
Simulated_Annealing,complete,8,5.0,25180,4.16903281211853,600330,"[10.0, 10.0, 8.0, 10.0, 9.0, 10.0, 9.0, 9.0, 10.0, 10.0, 9.0, 10.0, 10.0, 9.0, 10.0, 6.0]","{0: [1, 2, 3, 7, 4, 6, 5], 1: [0, 6, 4, 2, 7, 3, 5], 2: [0, 5, 4, 6, 1, 7, 3], 3: [0, 2, 5, 1, 4, 7, 6], 4: [0, 3, 5, 1, 7, 6, 2], 5: [0, 6, 4, 7, 2, 1, 3], 6: [0, 3, 7, 1, 2, 4, 5], 7: [0, 5, 1, 2, 4, 6, 3]}"
Simulated_Annealing,complete,8,5.0,27147,4.298196077346802,225285,"[8.0, 9.0, 9.0, 10.0, 8.0, 9.0, 8.0, 9.0, 9.0, 8.0, 9.0, 8.0, 9.0, 9.0, 10.0, 6.0]","{0: [1, 7, 6, 2, 5, 3, 4], 1: [0, 5, 2, 3, 4, 6, 7], 2: [0, 6, 4, 7, 3, 1, 5], 3: [0, 2, 7, 4, 6, 1, 5], 4: [0, 5, 2, 3, 7, 6, 1], 5: [0, 2, 1, 6, 7, 4, 3], 6: [0, 7, 3, 2, 4, 5, 1], 7: [0, 1, 3, 2, 5, 4, 6]}"
Simulated_Annealing,complete,8,6.0,10223,1.8025710582733157,317450,"[9.0, 9.0, 9.0, 8.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 8.0, 9.0, 8.0, 7.0]","{0: [1, 2, 6, 5, 3, 7, 4], 1: [0, 5, 6, 4, 3, 7, 2], 2: [0, 1, 4, 7, 3, 6, 5], 3: [0, 2, 1, 4, 7, 5, 6], 4: [0, 7, 2, 5, 6, 3, 1], 5: [0, 6, 2, 1, 4, 7, 3], 6: [0, 7, 2, 4, 1, 3, 5], 7: [0, 6, 5, 3, 1, 2, 4]}"
Simulated_Annealing,complete,8,6.0,2492,0.4242501258850097,798460,"[9.0, 9.0, 9.0, 9.0, 7.0, 9.0, 10.0, 9.0, 9.0, 10.0, 10.0, 10.0, 8.0, 9.0, 9.0, 6.0]","{0: [1, 4, 6, 5, 2, 7, 3], 1: [0, 4, 5, 3, 7, 2, 6], 2: [0, 4, 3, 5, 6, 7, 1], 3: [0, 6, 7, 5, 2, 1, 4], 4: [0, 6, 7, 5, 2, 1, 3], 5: [0, 2, 4, 3, 7, 6, 1], 6: [0, 5, 7, 3, 2, 1, 4], 7: [0, 1, 5, 3, 6, 4, 2]}"
Simulated_Annealing,complete,8,6.0,2110,0.3666539192199707,685690,"[9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 9.0, 9.0, 10.0, 10.0, 9.0, 10.0, 9.0, 8.0, 9.0, 6.0]","{0: [1, 3, 5, 7, 6, 2, 4], 1: [0, 5, 2, 6, 7, 4, 3], 2: [0, 4, 7, 1, 5, 6, 3], 3: [0, 1, 4, 2, 6, 7, 5], 4: [0, 3, 1, 7, 6, 2, 5], 5: [0, 3, 7, 2, 1, 4, 6], 6: [0, 4, 1, 2, 7, 3, 5], 7: [0, 6, 5, 2, 1, 4, 3]}"
