Algorithm,Bracket,Final Fitness,Plato,Time,Seed,Fitness List,Final State
Genetic,"[1, 2, 1, 3]",4,1,0.0356643199920654,674238,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","{0: [7, 8, 11, 12], 1: [8, 13, 9, 12], 2: [9, 7, 10, 13], 3: [10, 11, 7, 8], 4: [11, 9, 8, 12], 5: [12, 13, 9, 10], 6: [13, 10, 7, 11], 7: [0, 2, 6, 3], 8: [0, 3, 1, 4], 9: [1, 5, 4, 2], 10: [2, 5, 3, 6], 11: [0, 6, 3, 4], 12: [0, 4, 1, 5], 13: [1, 5, 2, 6]}"
Genetic,"[1, 2, 1, 3]",4,1,0.0419220924377441,888244,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","{0: [7, 8, 12, 11], 1: [8, 9, 13, 12], 2: [9, 13, 7, 10], 3: [10, 11, 8, 7], 4: [11, 9, 8, 12], 5: [12, 13, 10, 9], 6: [13, 11, 10, 7], 7: [0, 3, 6, 2], 8: [0, 3, 4, 1], 9: [1, 4, 5, 2], 10: [2, 6, 5, 3], 11: [0, 3, 6, 4], 12: [0, 1, 5, 4], 13: [1, 6, 2, 5]}"
Genetic,"[1, 2, 1, 3]",4,1,0.036794900894165,117826,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","{0: [7, 11, 12, 8], 1: [8, 9, 12, 13], 2: [9, 10, 7, 13], 3: [10, 7, 8, 11], 4: [11, 8, 9, 12], 5: [12, 9, 10, 13], 6: [13, 7, 10, 11], 7: [0, 3, 2, 6], 8: [0, 1, 4, 3], 9: [1, 5, 2, 4], 10: [2, 5, 3, 6], 11: [0, 6, 3, 4], 12: [0, 4, 1, 5], 13: [1, 2, 5, 6]}"
Genetic,"[1, 2, 1, 3]",4,5,0.0904059410095214,839783,"[5, 5, 4, 4, 4, 4, 4, 4, 4, 4]","{0: [7, 8, 11, 12], 1: [8, 12, 9, 13], 2: [9, 10, 13, 7], 3: [10, 7, 11, 8], 4: [11, 12, 8, 9], 5: [12, 13, 9, 10], 6: [13, 11, 10, 7], 7: [0, 3, 6, 2], 8: [0, 4, 1, 3], 9: [1, 2, 4, 5], 10: [2, 6, 5, 3], 11: [0, 6, 3, 4], 12: [0, 5, 1, 4], 13: [1, 5, 6, 2]}"
Genetic,"[1, 2, 1, 3]",4,2,0.1175999641418457,210295,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","{0: [7, 12, 8, 11], 1: [8, 12, 13, 9], 2: [9, 7, 10, 13], 3: [10, 7, 11, 8], 4: [11, 8, 9, 12], 5: [12, 10, 13, 9], 6: [13, 7, 11, 10], 7: [0, 3, 2, 6], 8: [0, 1, 3, 4], 9: [1, 5, 4, 2], 10: [2, 5, 6, 3], 11: [0, 4, 6, 3], 12: [0, 5, 4, 1], 13: [1, 2, 6, 5]}"
Genetic,"[1, 2, 1, 3]",4,2,0.0486118793487548,569001,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","{0: [7, 11, 12, 8], 1: [8, 12, 9, 13], 2: [9, 10, 7, 13], 3: [10, 11, 8, 7], 4: [11, 8, 9, 12], 5: [12, 9, 13, 10], 6: [13, 7, 11, 10], 7: [0, 2, 6, 3], 8: [0, 1, 4, 3], 9: [1, 2, 4, 5], 10: [2, 6, 3, 5], 11: [0, 3, 6, 4], 12: [0, 4, 5, 1], 13: [1, 2, 5, 6]}"
Genetic,"[1, 2, 1, 3]",4,2,0.0487091541290283,192601,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","{0: [7, 8, 12, 11], 1: [8, 9, 13, 12], 2: [9, 10, 7, 13], 3: [10, 11, 8, 7], 4: [11, 12, 9, 8], 5: [12, 10, 9, 13], 6: [13, 7, 11, 10], 7: [0, 6, 2, 3], 8: [0, 3, 4, 1], 9: [1, 5, 4, 2], 10: [2, 6, 5, 3], 11: [0, 6, 3, 4], 12: [0, 4, 5, 1], 13: [1, 2, 6, 5]}"
Genetic,"[1, 2, 1, 3]",4,9,0.1444301605224609,857120,"[5, 5, 5, 4, 4, 4, 4, 4, 4, 4]","{0: [7, 12, 8, 11], 1: [8, 13, 9, 12], 2: [9, 7, 10, 13], 3: [10, 7, 11, 8], 4: [11, 9, 12, 8], 5: [12, 10, 9, 13], 6: [13, 11, 7, 10], 7: [0, 6, 2, 3], 8: [0, 4, 1, 3], 9: [1, 5, 4, 2], 10: [2, 5, 6, 3], 11: [0, 3, 4, 6], 12: [5, 0, 1, 4], 13: [1, 2, 6, 5]}"
Genetic,"[1, 2, 1, 3]",4,2,0.0508069992065429,471027,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","{0: [7, 8, 11, 12], 1: [8, 9, 12, 13], 2: [9, 13, 7, 10], 3: [10, 8, 7, 11], 4: [11, 8, 12, 9], 5: [12, 9, 10, 13], 6: [13, 10, 7, 11], 7: [0, 6, 2, 3], 8: [0, 3, 1, 4], 9: [1, 2, 4, 5], 10: [2, 6, 5, 3], 11: [0, 4, 3, 6], 12: [0, 4, 1, 5], 13: [1, 6, 2, 5]}"
Genetic,"[1, 2, 1, 3]",4,1,0.0408720970153808,947416,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","{0: [7, 11, 8, 12], 1: [8, 12, 13, 9], 2: [9, 7, 10, 13], 3: [10, 11, 7, 8], 4: [11, 12, 9, 8], 5: [12, 10, 9, 13], 6: [13, 11, 7, 10], 7: [0, 3, 6, 2], 8: [0, 4, 1, 3], 9: [1, 4, 5, 2], 10: [2, 3, 6, 5], 11: [0, 3, 6, 4], 12: [0, 5, 4, 1], 13: [1, 6, 5, 2]}"
