Algorithm,Number of Nodes,Final Fitness,Plato,Time,Seed,Fitness List,Final State
Simulated_Annealing,11,18.0,437,0.1924400329589843,764844,"[22.0, 21.0, 21.0, 20.0, 20.0, 21.0, 20.0, 20.0, 19.0, 18.0, 18.0]","{0: [1, 10, 2, 4, 7, 3, 8, 9, 5, 6], 1: [0, 2, 5, 6, 3, 10, 9, 4, 7, 8], 2: [0, 10, 9, 8, 7, 4, 5, 3, 1, 6], 3: [0, 4, 10, 1, 9, 7, 8, 5, 2, 6], 4: [0, 1, 3, 10, 9, 7, 2, 6, 8, 5], 5: [0, 3, 9, 7, 6, 4, 1, 8, 10, 2], 6: [0, 7, 9, 8, 5, 1, 2, 10, 3, 4], 7: [0, 4, 8, 3, 9, 5, 6, 10, 2, 1], 8: [0, 1, 4, 9, 6, 10, 2, 5, 3, 7], 9: [0, 10, 2, 7, 3, 1, 6, 4, 8, 5], 10: [0, 4, 8, 9, 5, 7, 6, 1, 3, 2]}"
Simulated_Annealing,11,17.0,369,0.1466481685638427,805855,"[22.0, 22.0, 21.0, 22.0, 22.0, 21.0, 22.0, 20.0, 21.0, 17.0]","{0: [1, 6, 3, 4, 2, 8, 10, 5, 9, 7], 1: [0, 10, 5, 6, 4, 2, 9, 7, 3, 8], 2: [0, 5, 9, 8, 1, 10, 4, 6, 7, 3], 3: [0, 8, 5, 4, 2, 1, 7, 9, 6, 10], 4: [0, 5, 3, 8, 2, 6, 1, 10, 7, 9], 5: [0, 1, 10, 9, 6, 4, 7, 3, 2, 8], 6: [0, 7, 4, 3, 10, 1, 8, 2, 5, 9], 7: [0, 2, 4, 5, 1, 10, 6, 8, 3, 9], 8: [0, 3, 10, 5, 7, 6, 1, 4, 2, 9], 9: [0, 10, 1, 3, 6, 5, 4, 7, 8, 2], 10: [0, 4, 6, 3, 2, 7, 9, 8, 5, 1]}"
Simulated_Annealing,11,17.0,471,0.1763262748718261,515075,"[22.0, 22.0, 21.0, 21.0, 21.0, 22.0, 21.0, 20.0, 21.0, 17.0, 17.0]","{0: [1, 6, 9, 10, 3, 2, 5, 8, 4, 7], 1: [0, 10, 7, 6, 5, 2, 3, 9, 8, 4], 2: [0, 4, 6, 1, 5, 9, 3, 7, 10, 8], 3: [0, 4, 8, 9, 5, 6, 1, 7, 10, 2], 4: [0, 1, 5, 2, 7, 8, 10, 9, 6, 3], 5: [0, 4, 8, 3, 9, 1, 7, 2, 10, 6], 6: [0, 4, 2, 3, 8, 9, 5, 1, 10, 7], 7: [0, 10, 6, 1, 2, 8, 3, 4, 9, 5], 8: [0, 9, 2, 3, 10, 7, 4, 1, 6, 5], 9: [0, 10, 4, 2, 7, 5, 8, 6, 1, 3], 10: [0, 3, 6, 8, 5, 4, 2, 1, 9, 7]}"
Simulated_Annealing,11,17.0,453,0.3135409355163574,206547,"[22.0, 21.0, 21.0, 20.0, 22.0, 21.0, 19.0, 20.0, 22.0, 17.0, 17.0]","{0: [1, 7, 2, 10, 4, 5, 9, 3, 8, 6], 1: [0, 6, 10, 2, 3, 8, 4, 7, 9, 5], 2: [0, 9, 4, 6, 3, 8, 5, 7, 1, 10], 3: [0, 10, 7, 9, 1, 4, 6, 2, 5, 8], 4: [0, 10, 9, 6, 5, 8, 7, 3, 2, 1], 5: [0, 9, 1, 6, 10, 8, 3, 7, 2, 4], 6: [0, 2, 3, 9, 1, 7, 10, 5, 4, 8], 7: [0, 4, 9, 10, 1, 2, 3, 6, 5, 8], 8: [0, 3, 1, 4, 2, 9, 5, 10, 6, 7], 9: [0, 1, 8, 7, 4, 6, 10, 3, 5, 2], 10: [0, 2, 1, 4, 7, 8, 5, 6, 3, 9]}"
Simulated_Annealing,11,17.0,494,0.1948649883270263,786172,"[22.0, 21.0, 22.0, 20.0, 21.0, 21.0, 21.0, 21.0, 19.0, 17.0, 17.0]","{0: [1, 5, 10, 4, 8, 3, 2, 9, 7, 6], 1: [0, 2, 7, 8, 5, 10, 9, 4, 3, 6], 2: [0, 5, 8, 7, 6, 10, 1, 4, 3, 9], 3: [0, 9, 2, 1, 7, 10, 4, 6, 5, 8], 4: [0, 3, 5, 2, 1, 8, 10, 6, 9, 7], 5: [0, 2, 1, 8, 6, 7, 9, 10, 3, 4], 6: [0, 7, 9, 10, 3, 8, 1, 5, 4, 2], 7: [0, 6, 4, 2, 8, 10, 1, 9, 3, 5], 8: [0, 3, 6, 9, 10, 7, 2, 1, 4, 5], 9: [0, 3, 5, 4, 10, 2, 7, 1, 8, 6], 10: [0, 3, 9, 2, 4, 7, 5, 8, 1, 6]}"
Simulated_Annealing,11,16.0,526,0.1987121105194091,904616,"[22.0, 21.0, 22.0, 21.0, 21.0, 20.0, 20.0, 22.0, 22.0, 17.0, 16.0]","{0: [1, 5, 2, 8, 10, 4, 7, 3, 6, 9], 1: [0, 3, 2, 6, 9, 7, 10, 5, 8, 4], 2: [0, 1, 4, 8, 5, 10, 3, 9, 6, 7], 3: [0, 7, 8, 2, 9, 5, 4, 1, 10, 6], 4: [0, 10, 7, 8, 2, 1, 3, 9, 6, 5], 5: [0, 7, 3, 4, 10, 1, 9, 2, 8, 6], 6: [0, 10, 1, 5, 3, 4, 2, 7, 8, 9], 7: [0, 8, 4, 9, 5, 2, 6, 1, 10, 3], 8: [0, 7, 6, 10, 9, 5, 2, 4, 3, 1], 9: [0, 6, 7, 1, 10, 4, 5, 3, 8, 2], 10: [0, 5, 8, 9, 6, 2, 1, 3, 7, 4]}"
Simulated_Annealing,11,17.0,508,0.2032110691070556,99049,"[21.0, 20.0, 21.0, 20.0, 21.0, 22.0, 21.0, 21.0, 19.0, 17.0, 17.0]","{0: [1, 4, 8, 5, 7, 9, 3, 2, 10, 6], 1: [0, 6, 3, 7, 5, 9, 2, 10, 8, 4], 2: [0, 10, 3, 1, 7, 5, 9, 8, 4, 6], 3: [0, 1, 5, 2, 8, 6, 9, 10, 7, 4], 4: [0, 7, 5, 1, 9, 6, 3, 10, 2, 8], 5: [0, 9, 8, 3, 10, 7, 1, 6, 2, 4], 6: [0, 8, 10, 5, 7, 3, 1, 2, 4, 9], 7: [0, 4, 10, 5, 3, 1, 9, 8, 6, 2], 8: [0, 3, 10, 4, 1, 2, 9, 6, 5, 7], 9: [0, 1, 10, 6, 4, 3, 5, 8, 2, 7], 10: [0, 9, 7, 8, 5, 3, 1, 4, 6, 2]}"
Simulated_Annealing,11,16.0,466,0.1866188049316406,547867,"[22.0, 22.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 20.0, 16.0, 16.0]","{0: [1, 2, 8, 4, 9, 10, 5, 6, 3, 7], 1: [0, 6, 9, 10, 8, 3, 4, 7, 5, 2], 2: [0, 1, 5, 10, 3, 4, 8, 7, 6, 9], 3: [0, 5, 1, 4, 2, 8, 10, 6, 9, 7], 4: [0, 8, 3, 6, 9, 2, 7, 5, 1, 10], 5: [0, 2, 10, 3, 4, 6, 7, 1, 9, 8], 6: [0, 2, 9, 10, 3, 5, 1, 7, 4, 8], 7: [0, 2, 5, 10, 8, 9, 1, 4, 3, 6], 8: [0, 6, 1, 2, 4, 9, 7, 5, 10, 3], 9: [0, 6, 4, 5, 3, 8, 1, 2, 10, 7], 10: [0, 7, 3, 8, 9, 6, 4, 5, 1, 2]}"
Simulated_Annealing,11,18.0,8,0.0048482418060302,630157,"[22.0, 21.0, 19.0, 18.0, 20.0, 20.0, 20.0, 20.0, 20.0, 19.0, 18.0]","{0: [1, 3, 6, 8, 10, 4, 9, 5, 7, 2], 1: [0, 6, 10, 9, 5, 7, 2, 8, 3, 4], 2: [0, 10, 7, 1, 9, 8, 3, 4, 6, 5], 3: [0, 2, 6, 8, 10, 9, 7, 5, 1, 4], 4: [0, 10, 8, 6, 9, 3, 7, 2, 1, 5], 5: [0, 2, 8, 9, 4, 3, 1, 6, 10, 7], 6: [0, 8, 3, 7, 10, 4, 2, 9, 5, 1], 7: [0, 5, 10, 4, 3, 8, 9, 6, 2, 1], 8: [0, 4, 9, 2, 3, 6, 10, 5, 7, 1], 9: [0, 8, 3, 4, 6, 5, 1, 10, 2, 7], 10: [0, 7, 5, 9, 6, 2, 8, 4, 3, 1]}"
Simulated_Annealing,11,17.0,477,0.1748449802398681,490557,"[22.0, 22.0, 21.0, 21.0, 21.0, 21.0, 20.0, 21.0, 21.0, 17.0, 17.0]","{0: [1, 6, 8, 3, 9, 7, 5, 4, 10, 2], 1: [0, 10, 4, 2, 9, 3, 5, 6, 7, 8], 2: [0, 6, 9, 10, 4, 8, 1, 5, 3, 7], 3: [0, 10, 2, 1, 7, 5, 6, 9, 4, 8], 4: [0, 9, 10, 6, 3, 7, 2, 1, 5, 8], 5: [0, 8, 9, 1, 7, 6, 3, 2, 10, 4], 6: [0, 7, 2, 8, 10, 4, 3, 5, 1, 9], 7: [0, 6, 2, 8, 10, 1, 4, 3, 9, 5], 8: [0, 7, 4, 10, 9, 2, 6, 5, 3, 1], 9: [0, 3, 6, 5, 7, 1, 8, 10, 4, 2], 10: [0, 8, 1, 7, 4, 2, 5, 9, 3, 6]}"
