Algorithm,Graph Type,Number of Nodes,Final Fitness,Plato,Time,Seed,Fitness List,Final State
Simulated_Annealing,complete,8,6.0,2829,0.4911348819732666,616652,"[10.0, 9.0, 10.0, 9.0, 10.0, 9.0, 9.0, 10.0, 8.0, 10.0, 9.0, 10.0, 7.0, 6.0]","{0: [1, 7, 4, 2, 3, 6, 5], 1: [0, 4, 6, 7, 2, 3, 5], 2: [0, 4, 3, 1, 5, 6, 7], 3: [0, 1, 2, 4, 7, 6, 5], 4: [0, 7, 6, 1, 5, 3, 2], 5: [0, 6, 3, 2, 1, 7, 4], 6: [0, 5, 7, 1, 3, 4, 2], 7: [0, 1, 6, 2, 4, 5, 3]}"
Simulated_Annealing,complete,8,5.0,4545,0.6884627342224121,319878,"[9.0, 8.0, 9.0, 10.0, 9.0, 8.0, 9.0, 8.0, 8.0, 9.0, 10.0, 9.0, 7.0, 5.0]","{0: [1, 2, 6, 3, 4, 7, 5], 1: [0, 3, 2, 4, 7, 5, 6], 2: [0, 3, 1, 5, 4, 7, 6], 3: [0, 6, 5, 2, 1, 4, 7], 4: [0, 7, 1, 5, 3, 6, 2], 5: [0, 7, 4, 3, 6, 1, 2], 6: [0, 2, 7, 4, 1, 5, 3], 7: [0, 1, 4, 2, 6, 3, 5]}"
Simulated_Annealing,complete,8,5.0,3677,0.5856540203094482,19274,"[10.0, 10.0, 10.0, 8.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 9.0, 9.0, 5.0]","{0: [1, 2, 4, 5, 7, 3, 6], 1: [0, 7, 2, 3, 4, 5, 6], 2: [0, 6, 7, 3, 5, 1, 4], 3: [0, 6, 4, 1, 5, 2, 7], 4: [0, 2, 5, 6, 7, 1, 3], 5: [0, 6, 3, 2, 1, 4, 7], 6: [0, 4, 7, 2, 1, 5, 3], 7: [0, 5, 6, 4, 3, 2, 1]}"
Simulated_Annealing,complete,8,6.0,1633,0.2758350372314453,509509,"[9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 10.0, 9.0, 6.0, 6.0]","{0: [1, 5, 6, 7, 2, 3, 4], 1: [0, 4, 2, 5, 6, 3, 7], 2: [0, 7, 6, 4, 5, 1, 3], 3: [0, 7, 5, 1, 4, 6, 2], 4: [0, 7, 5, 2, 3, 6, 1], 5: [0, 3, 7, 6, 1, 2, 4], 6: [0, 2, 4, 1, 5, 3, 7], 7: [0, 1, 6, 4, 2, 5, 3]}"
Simulated_Annealing,complete,8,6.0,2733,0.5097689628601074,789472,"[8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 9.0, 10.0, 9.0, 9.0, 10.0, 7.0, 6.0]","{0: [1, 2, 3, 5, 4, 6, 7], 1: [0, 2, 3, 4, 5, 7, 6], 2: [0, 3, 1, 7, 6, 4, 5], 3: [0, 6, 1, 4, 5, 7, 2], 4: [0, 3, 6, 2, 1, 7, 5], 5: [0, 7, 1, 6, 2, 4, 3], 6: [0, 4, 2, 1, 7, 3, 5], 7: [0, 3, 4, 6, 1, 5, 2]}"
Simulated_Annealing,complete,8,5.0,3969,0.6387088298797607,600330,"[9.0, 10.0, 9.0, 10.0, 9.0, 9.0, 9.0, 10.0, 9.0, 9.0, 9.0, 9.0, 5.0]","{0: [1, 5, 7, 2, 4, 6, 3], 1: [0, 4, 3, 2, 6, 7, 5], 2: [0, 3, 1, 7, 6, 5, 4], 3: [0, 7, 1, 5, 6, 2, 4], 4: [0, 2, 1, 3, 7, 5, 6], 5: [0, 1, 4, 7, 6, 2, 3], 6: [0, 4, 7, 1, 3, 2, 5], 7: [0, 2, 3, 1, 6, 5, 4]}"
Simulated_Annealing,complete,8,5.0,3022,0.5179908275604248,225285,"[10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 10.0, 10.0, 9.0, 10.0, 9.0, 7.0, 7.0]","{0: [1, 7, 5, 3, 6, 2, 4], 1: [0, 5, 6, 3, 2, 4, 7], 2: [0, 6, 1, 3, 7, 5, 4], 3: [0, 4, 5, 6, 7, 2, 1], 4: [0, 2, 5, 6, 1, 7, 3], 5: [0, 3, 6, 1, 2, 7, 4], 6: [0, 1, 5, 3, 7, 4, 2], 7: [0, 1, 6, 5, 2, 3, 4]}"
Simulated_Annealing,complete,8,6.0,2313,0.3890480995178222,317450,"[10.0, 9.0, 9.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 9.0, 10.0, 9.0, 7.0, 6.0]","{0: [1, 5, 6, 3, 7, 4, 2], 1: [0, 7, 6, 5, 3, 4, 2], 2: [0, 4, 5, 1, 3, 7, 6], 3: [0, 6, 7, 1, 4, 2, 5], 4: [0, 1, 5, 3, 6, 7, 2], 5: [0, 2, 3, 4, 7, 6, 1], 6: [0, 7, 2, 1, 4, 5, 3], 7: [0, 4, 1, 6, 2, 3, 5]}"
Simulated_Annealing,complete,8,6.0,4329,0.6753778457641602,798460,"[9.0, 9.0, 10.0, 9.0, 9.0, 9.0, 9.0, 8.0, 10.0, 9.0, 9.0, 9.0, 7.0, 6.0]","{0: [1, 7, 5, 3, 4, 2, 6], 1: [0, 2, 4, 5, 3, 6, 7], 2: [0, 1, 5, 6, 3, 7, 4], 3: [0, 4, 7, 2, 5, 6, 1], 4: [0, 1, 5, 2, 7, 3, 6], 5: [0, 7, 6, 2, 4, 3, 1], 6: [0, 7, 1, 3, 4, 2, 5], 7: [0, 1, 6, 4, 2, 3, 5]}"
Simulated_Annealing,complete,8,5.0,3034,0.516787052154541,685690,"[9.0, 10.0, 9.0, 9.0, 10.0, 8.0, 9.0, 10.0, 10.0, 9.0, 10.0, 10.0, 8.0, 6.0]","{0: [1, 3, 7, 5, 4, 6, 2], 1: [0, 3, 4, 7, 2, 6, 5], 2: [0, 5, 1, 6, 7, 4, 3], 3: [0, 5, 7, 6, 1, 2, 4], 4: [0, 7, 3, 2, 1, 5, 6], 5: [0, 6, 3, 1, 4, 2, 7], 6: [0, 4, 1, 3, 7, 5, 2], 7: [0, 3, 6, 4, 5, 1, 2]}"
