Algorithm,Number of Nodes,Is Complete,Final Fitness,Plato,Time,Seed,Fitness List,Final State
Genetic,5,True,1,1,0.0344977378845214,447655,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","{0: [1, 4, 3, 2], 1: [0, 3, 2, 4], 2: [0, 1, 3, 4], 3: [0, 2, 1, 4], 4: [0, 1, 3, 2]}"
Genetic,5,True,1,1,0.0293188095092773,963431,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","{0: [1, 2, 4, 3], 1: [0, 3, 4, 2], 2: [0, 1, 4, 3], 3: [0, 4, 2, 1], 4: [0, 3, 1, 2]}"
Genetic,5,True,1,1,0.0291230678558349,718706,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","{0: [1, 4, 2, 3], 1: [0, 4, 3, 2], 2: [0, 3, 4, 1], 3: [0, 1, 4, 2], 4: [0, 2, 3, 1]}"
Genetic,5,True,1,1,0.0288522243499755,5097,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","{0: [1, 2, 3, 4], 1: [0, 4, 3, 2], 2: [0, 4, 1, 3], 3: [0, 2, 1, 4], 4: [0, 3, 2, 1]}"
Genetic,5,True,1,1,0.0286033153533935,70020,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","{0: [1, 2, 4, 3], 1: [0, 2, 3, 4], 2: [0, 1, 3, 4], 3: [0, 1, 4, 2], 4: [0, 2, 3, 1]}"
Genetic,5,True,1,1,0.0283589363098144,415171,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","{0: [1, 4, 2, 3], 1: [0, 3, 2, 4], 2: [0, 4, 1, 3], 3: [0, 4, 2, 1], 4: [0, 1, 3, 2]}"
