Algorithm,Number of Nodes,Is Complete,Final Fitness,Plato,Time,Seed,Fitness List,Final State
Genetic,9,True,9,562,14.739434003829956,438294,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 9]","{0: [4, 1, 2, 3, 5, 8, 6, 7], 1: [8, 4, 0, 5, 7, 6, 3, 2], 2: [4, 6, 8, 1, 7, 3, 5, 0], 3: [5, 0, 4, 2, 8, 6, 7, 1], 4: [1, 0, 7, 6, 2, 8, 3, 5], 5: [6, 4, 2, 7, 0, 8, 3, 1], 6: [8, 0, 5, 4, 3, 2, 1, 7], 7: [1, 8, 2, 3, 4, 0, 5, 6], 8: [3, 7, 1, 2, 0, 6, 5, 4]}"
Genetic,9,True,8,729,18.81121397018433,48966,"[10, 10, 10, 10, 10, 10, 10, 10, 9, 9, 8]","{0: [5, 4, 7, 1, 6, 3, 8, 2], 1: [6, 4, 2, 7, 3, 0, 5, 8], 2: [7, 1, 8, 4, 5, 0, 6, 3], 3: [8, 0, 4, 7, 5, 2, 6, 1], 4: [0, 8, 3, 7, 6, 5, 2, 1], 5: [8, 1, 6, 7, 4, 0, 2, 3], 6: [7, 0, 3, 2, 5, 4, 1, 8], 7: [6, 1, 2, 5, 8, 3, 0, 4], 8: [6, 1, 5, 7, 2, 0, 3, 4]}"
Genetic,9,True,9,420,11.187237739562988,115120,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 9]","{0: [4, 6, 2, 3, 8, 1, 5, 7], 1: [0, 6, 8, 7, 4, 2, 5, 3], 2: [4, 6, 3, 0, 7, 1, 8, 5], 3: [0, 2, 1, 6, 5, 8, 4, 7], 4: [5, 0, 6, 1, 7, 3, 8, 2], 5: [0, 6, 3, 8, 2, 4, 1, 7], 6: [5, 0, 7, 2, 3, 1, 8, 4], 7: [0, 5, 2, 6, 3, 4, 1, 8], 8: [5, 4, 2, 6, 3, 7, 0, 1]}"
Genetic,9,True,8,844,22.53098487854004,626516,"[10, 10, 10, 10, 10, 10, 10, 10, 9, 9, 8]","{0: [5, 4, 3, 7, 1, 6, 8, 2], 1: [5, 8, 0, 6, 4, 7, 2, 3], 2: [3, 1, 4, 7, 5, 0, 8, 6], 3: [0, 6, 8, 1, 2, 7, 4, 5], 4: [2, 8, 5, 3, 1, 7, 6, 0], 5: [3, 4, 0, 2, 7, 1, 8, 6], 6: [4, 5, 1, 8, 7, 0, 2, 3], 7: [4, 6, 5, 2, 3, 1, 8, 0], 8: [6, 7, 4, 1, 2, 0, 5, 3]}"
Genetic,9,True,8,469,12.349528789520264,415085,"[10, 10, 10, 10, 10, 10, 9, 9, 9, 8, 8]","{0: [2, 5, 7, 8, 3, 1, 4, 6], 1: [5, 8, 2, 7, 6, 4, 0, 3], 2: [1, 8, 4, 5, 0, 7, 3, 6], 3: [2, 7, 5, 4, 8, 6, 1, 0], 4: [0, 1, 6, 5, 2, 7, 8, 3], 5: [8, 0, 7, 3, 2, 4, 6, 1], 6: [8, 5, 7, 3, 2, 4, 1, 0], 7: [1, 0, 8, 4, 6, 5, 3, 2], 8: [0, 3, 1, 6, 5, 2, 4, 7]}"
Genetic,9,True,9,45,1.2064690589904783,964754,"[10, 10, 10, 10, 10, 10, 9, 9, 9, 9, 9]","{0: [2, 6, 1, 3, 5, 4, 8, 7], 1: [2, 5, 8, 0, 7, 4, 3, 6], 2: [5, 0, 6, 7, 3, 4, 1, 8], 3: [0, 7, 4, 2, 5, 1, 8, 6], 4: [0, 1, 7, 2, 8, 3, 6, 5], 5: [4, 1, 6, 3, 0, 2, 7, 8], 6: [2, 0, 4, 7, 1, 5, 8, 3], 7: [3, 2, 5, 4, 1, 0, 8, 6], 8: [7, 0, 5, 3, 1, 6, 2, 4]}"
Genetic,9,True,9,55,1.4958558082580566,441710,"[10, 10, 10, 10, 10, 10, 9, 9, 9, 9, 9]","{0: [5, 2, 7, 6, 1, 3, 4, 8], 1: [3, 4, 6, 5, 0, 7, 2, 8], 2: [6, 3, 4, 8, 1, 5, 7, 0], 3: [0, 2, 6, 8, 5, 1, 4, 7], 4: [3, 0, 1, 5, 8, 2, 6, 7], 5: [0, 8, 7, 6, 4, 3, 2, 1], 6: [1, 0, 7, 8, 5, 2, 3, 4], 7: [3, 4, 6, 0, 2, 5, 8, 1], 8: [4, 6, 3, 5, 7, 0, 1, 2]}"
Genetic,9,True,9,302,8.02836298942566,52367,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 9, 9]","{0: [2, 6, 8, 5, 3, 4, 1, 7], 1: [4, 5, 6, 2, 3, 0, 8, 7], 2: [0, 3, 4, 5, 6, 8, 1, 7], 3: [2, 4, 6, 0, 5, 7, 8, 1], 4: [7, 2, 6, 8, 0, 5, 1, 3], 5: [3, 0, 1, 4, 8, 7, 6, 2], 6: [5, 4, 1, 8, 7, 0, 3, 2], 7: [1, 0, 2, 3, 6, 8, 5, 4], 8: [0, 5, 3, 2, 1, 4, 7, 6]}"
Genetic,9,True,8,601,15.93044400215149,325370,"[10, 10, 10, 10, 10, 10, 10, 10, 9, 9, 8]","{0: [5, 4, 1, 7, 6, 2, 8, 3], 1: [0, 7, 3, 5, 2, 6, 4, 8], 2: [3, 4, 6, 8, 0, 1, 7, 5], 3: [0, 4, 6, 2, 1, 7, 8, 5], 4: [2, 6, 5, 7, 0, 8, 3, 1], 5: [8, 4, 6, 1, 3, 0, 2, 7], 6: [3, 2, 1, 0, 8, 7, 5, 4], 7: [3, 1, 4, 2, 6, 0, 8, 5], 8: [2, 4, 3, 5, 7, 0, 6, 1]}"
Genetic,9,True,8,407,10.54115080833435,628934,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 8, 8]","{0: [7, 8, 6, 5, 2, 4, 1, 3], 1: [2, 0, 3, 6, 7, 5, 4, 8], 2: [4, 7, 1, 5, 6, 0, 3, 8], 3: [6, 5, 0, 7, 4, 8, 2, 1], 4: [6, 8, 5, 3, 1, 7, 2, 0], 5: [4, 7, 0, 6, 2, 3, 1, 8], 6: [1, 0, 8, 7, 2, 5, 3, 4], 7: [3, 2, 4, 5, 8, 0, 1, 6], 8: [7, 4, 2, 3, 5, 1, 6, 0]}"
