Rate/Pop_Size,25,50,100,150,200,250
0.05,196.92,397.03,412.57,247.59,224.95,562.7
0.08,283.1,541.36,286.45,197.7,160.12,590.72
0.1,348.51,511.87,339.27,181.73,196.08,719.55
0.13,575.81,510.67,214.33,115.04,231.06,545.07
0.15,515.25,445.37,212.96,194.75,202.45,491.02
0.18,592.94,374.11,191.05,228.63,243.74,396.18
0.2,595.81,362.33,219.42,227.91,173.02,444.74
