Iteration,Fitness,Time,State
14,8,0.1090691089630127,"{0: [4, 6, 2, 7, 1, 5, 3], 1: [4, 5, 3, 2, 0, 6, 7], 2: [5, 3, 4, 7, 1, 0, 6], 3: [5, 7, 6, 4, 0, 2, 1], 4: [0, 5, 6, 2, 1, 7, 3], 5: [7, 6, 1, 2, 3, 4, 0], 6: [5, 1, 7, 0, 3, 2, 4], 7: [3, 1, 0, 4, 2, 6, 5]}"
15,8,0.1170041561126709,"{0: [4, 6, 2, 7, 1, 5, 3], 1: [4, 5, 3, 2, 0, 6, 7], 2: [5, 3, 4, 7, 1, 0, 6], 3: [5, 7, 6, 4, 0, 2, 1], 4: [0, 5, 6, 2, 1, 7, 3], 5: [7, 6, 1, 2, 3, 4, 0], 6: [5, 1, 7, 0, 3, 2, 4], 7: [3, 1, 0, 4, 2, 6, 5]}"
16,8,0.12485885620117188,"{0: [4, 6, 2, 7, 1, 5, 3], 1: [4, 5, 3, 2, 0, 6, 7], 2: [5, 3, 4, 7, 1, 0, 6], 3: [5, 7, 6, 4, 0, 2, 1], 4: [0, 5, 6, 2, 1, 7, 3], 5: [7, 6, 1, 2, 3, 4, 0], 6: [5, 1, 7, 0, 3, 2, 4], 7: [3, 1, 0, 4, 2, 6, 5]}"
17,8,0.13281583786010742,"{0: [4, 6, 2, 7, 1, 5, 3], 1: [4, 5, 3, 2, 0, 6, 7], 2: [5, 3, 4, 7, 1, 0, 6], 3: [5, 7, 6, 4, 0, 2, 1], 4: [0, 5, 6, 2, 1, 7, 3], 5: [7, 6, 1, 2, 3, 4, 0], 6: [5, 1, 7, 0, 3, 2, 4], 7: [3, 1, 0, 4, 2, 6, 5]}"
18,8,0.14066481590270996,"{0: [4, 6, 2, 7, 1, 5, 3], 1: [4, 5, 3, 2, 0, 6, 7], 2: [5, 3, 4, 7, 1, 0, 6], 3: [5, 7, 6, 4, 0, 2, 1], 4: [0, 5, 6, 2, 1, 7, 3], 5: [7, 6, 1, 2, 3, 4, 0], 6: [5, 1, 7, 0, 3, 2, 4], 7: [3, 1, 0, 4, 2, 6, 5]}"
19,8,0.14839887619018555,"{0: [4, 6, 2, 7, 1, 5, 3], 1: [4, 5, 3, 2, 0, 6, 7], 2: [5, 3, 4, 7, 1, 0, 6], 3: [5, 7, 6, 4, 0, 2, 1], 4: [0, 5, 6, 2, 1, 7, 3], 5: [7, 6, 1, 2, 3, 4, 0], 6: [5, 1, 7, 0, 3, 2, 4], 7: [3, 1, 0, 4, 2, 6, 5]}"
20,8,0.15625810623168945,"{0: [4, 6, 2, 7, 1, 5, 3], 1: [4, 5, 3, 2, 0, 6, 7], 2: [5, 3, 4, 7, 1, 0, 6], 3: [5, 7, 6, 4, 0, 2, 1], 4: [0, 5, 6, 2, 1, 7, 3], 5: [7, 6, 1, 2, 3, 4, 0], 6: [5, 1, 7, 0, 3, 2, 4], 7: [3, 1, 0, 4, 2, 6, 5]}"
21,8,0.16400384902954102,"{0: [4, 6, 2, 7, 1, 5, 3], 1: [4, 5, 3, 2, 0, 6, 7], 2: [5, 3, 4, 7, 1, 0, 6], 3: [5, 7, 6, 4, 0, 2, 1], 4: [0, 5, 6, 2, 1, 7, 3], 5: [7, 6, 1, 2, 3, 4, 0], 6: [5, 1, 7, 0, 3, 2, 4], 7: [3, 1, 0, 4, 2, 6, 5]}"
22,8,0.17160296440124512,"{0: [4, 6, 2, 7, 1, 5, 3], 1: [4, 5, 3, 2, 0, 6, 7], 2: [5, 3, 4, 7, 1, 0, 6], 3: [5, 7, 6, 4, 0, 2, 1], 4: [0, 5, 6, 2, 1, 7, 3], 5: [7, 6, 1, 2, 3, 4, 0], 6: [5, 1, 7, 0, 3, 2, 4], 7: [3, 1, 0, 4, 2, 6, 5]}"
23,8,0.17914819717407227,"{0: [4, 6, 2, 7, 1, 5, 3], 1: [4, 5, 3, 2, 0, 6, 7], 2: [5, 3, 4, 7, 1, 0, 6], 3: [5, 7, 6, 4, 0, 2, 1], 4: [0, 5, 6, 2, 1, 7, 3], 5: [7, 6, 1, 2, 3, 4, 0], 6: [5, 1, 7, 0, 3, 2, 4], 7: [3, 1, 0, 4, 2, 6, 5]}"
24,8,0.1868610382080078,"{0: [4, 6, 2, 7, 1, 5, 3], 1: [4, 5, 3, 2, 0, 6, 7], 2: [5, 3, 4, 7, 1, 0, 6], 3: [5, 7, 6, 4, 0, 2, 1], 4: [0, 5, 6, 2, 1, 7, 3], 5: [7, 6, 1, 2, 3, 4, 0], 6: [5, 1, 7, 0, 3, 2, 4], 7: [3, 1, 0, 4, 2, 6, 5]}"
25,8,0.1948859691619873,"{0: [4, 6, 2, 7, 1, 5, 3], 1: [4, 5, 3, 2, 0, 6, 7], 2: [5, 3, 4, 7, 1, 0, 6], 3: [5, 7, 6, 4, 0, 2, 1], 4: [0, 5, 6, 2, 1, 7, 3], 5: [7, 6, 1, 2, 3, 4, 0], 6: [5, 1, 7, 0, 3, 2, 4], 7: [3, 1, 0, 4, 2, 6, 5]}"
26,8,0.20255398750305176,"{0: [4, 6, 2, 7, 1, 5, 3], 1: [4, 5, 3, 2, 0, 6, 7], 2: [5, 3, 4, 7, 1, 0, 6], 3: [5, 7, 6, 4, 0, 2, 1], 4: [0, 5, 6, 2, 1, 7, 3], 5: [7, 6, 1, 2, 3, 4, 0], 6: [5, 1, 7, 0, 3, 2, 4], 7: [3, 1, 0, 4, 2, 6, 5]}"
1,8,0.008055686950683594,"{0: [1, 5, 4, 2, 3, 7, 6], 1: [0, 5, 4, 3, 2, 7, 6], 2: [6, 4, 7, 5, 0, 3, 1], 3: [1, 7, 2, 5, 4, 6, 0], 4: [5, 7, 2, 3, 1, 0, 6], 5: [2, 4, 7, 6, 0, 3, 1], 6: [7, 0, 5, 3, 2, 1, 4], 7: [0, 5, 6, 3, 2, 4, 1]}"
2,7,0.015781879425048828,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
3,7,0.023413896560668945,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
4,7,0.031003713607788086,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
5,7,0.038626670837402344,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
6,7,0.04603171348571777,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
7,7,0.05352497100830078,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
8,7,0.060965776443481445,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
9,7,0.06871676445007324,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
10,7,0.0760347843170166,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
11,7,0.08342194557189941,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
12,7,0.09079384803771973,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
13,7,0.09814286231994629,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
14,7,0.10593676567077637,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
15,7,0.11365866661071777,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
16,7,0.12115359306335449,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
17,7,0.12860965728759766,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
18,7,0.13605976104736328,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
19,7,0.1434779167175293,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
20,7,0.15089154243469238,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
21,7,0.15858769416809082,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
22,7,0.16630172729492188,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
23,7,0.17395377159118652,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
24,7,0.18152666091918945,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
25,7,0.18902087211608887,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
26,7,0.19645285606384277,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
27,7,0.2039048671722412,"{0: [6, 7, 3, 2, 4, 5, 1], 1: [6, 7, 2, 3, 4, 5, 0], 2: [1, 3, 0, 5, 7, 4, 6], 3: [0, 6, 4, 5, 2, 7, 1], 4: [6, 0, 1, 3, 2, 7, 5], 5: [1, 3, 0, 6, 7, 4, 2], 6: [4, 1, 2, 3, 5, 0, 7], 7: [1, 5, 0, 6, 3, 2, 4]}"
1,9,0.0076732635498046875,"{0: [5, 1, 7, 6, 4, 3, 2], 1: [3, 0, 7, 6, 4, 2, 5], 2: [6, 5, 1, 7, 0, 4, 3], 3: [1, 6, 5, 0, 4, 7, 2], 4: [3, 2, 5, 0, 6, 7, 1], 5: [1, 3, 4, 7, 0, 2, 6], 6: [3, 5, 0, 2, 7, 1, 4], 7: [3, 4, 6, 2, 1, 0, 5]}"
2,8,0.015642881393432617,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
3,8,0.023342132568359375,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
4,8,0.07582497596740723,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
5,8,0.0836019515991211,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
6,8,0.09135103225708008,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
7,8,0.0990910530090332,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
8,8,0.10685110092163086,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
9,8,0.11486697196960449,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
10,8,0.12270689010620117,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
11,8,0.1303088665008545,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
12,8,0.13820195198059082,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
13,8,0.145827054977417,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
14,8,0.153656005859375,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
15,8,0.16137099266052246,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
16,8,0.16908907890319824,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
17,8,0.17686796188354492,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
18,8,0.18450212478637695,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
19,8,0.19253897666931152,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
20,8,0.20066308975219727,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
21,8,0.20839500427246094,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
22,8,0.21601581573486328,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
23,8,0.22360920906066895,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
24,8,0.23121118545532227,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
25,8,0.23882508277893066,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
26,8,0.24640488624572754,"{0: [2, 3, 4, 6, 7, 1, 5], 1: [5, 2, 4, 6, 7, 0, 3], 2: [3, 4, 0, 7, 1, 5, 6], 3: [2, 7, 4, 0, 5, 6, 1], 4: [1, 7, 6, 0, 5, 2, 3], 5: [6, 2, 0, 7, 4, 3, 1], 6: [4, 1, 7, 2, 0, 5, 3], 7: [5, 0, 1, 4, 3, 6, 2]}"
